iter	RMSE
212	8.849230649
213	8.849050174
214	8.848947134
215	8.848800758
216	8.84869436
217	8.848445557
218	8.848251608
219	8.8480278
220	8.847721947
221	8.847509098
222	8.847251851
223	8.847155834
224	8.847000709
225	8.846832828
226	8.846643459
227	8.84653399
228	8.846441724
229	8.846286433
230	8.846119397
231	8.845954996
232	8.845845284
233	8.845733462
234	8.84553901
235	8.845262335
236	8.845066913
237	8.844956565
238	8.844903603
239	8.844633887
240	8.844399986
241	8.844189675
242	8.84401056
243	8.843893218
244	8.843648924
245	8.843577889
246	8.843338388
247	8.843234092
248	8.843038293
249	8.84287851
250	8.842771701
251	8.842656811
252	8.842365042
253	8.842246186
254	8.842140375
255	8.841990167
256	8.841667117
257	8.841443703
258	8.841364449
259	8.841145492
260	8.840996263
261	8.840896808
262	8.840688862
263	8.840538991
264	8.840412236
265	8.840299822
266	8.840091904
267	8.839900856
268	8.839705992
269	8.839577014
270	8.8394128
271	8.83928166
272	8.838950235
273	8.83880177
274	8.83871429
275	8.838488123
276	8.838307528
277	8.83822103
278	8.838157945
279	8.838032384
280	8.837905367
281	8.837898976
282	8.837659339
283	8.837416927
284	8.837292821
285	8.837142701
286	8.837036979
287	8.836933264
288	8.836831815
289	8.836687822
290	8.836532072
291	8.836394739
292	8.836298618
293	8.836157025
294	8.835923727
295	8.835857153
296	8.835745636
297	8.83564256
298	8.835457227
299	8.835391581
300	8.835334822
301	8.835183055
302	8.835097583
303	8.834914868
304	8.834746297
305	8.834592159
306	8.834451524
307	8.834285815
308	8.834213917
309	8.83411577
310	8.834015961
311	8.833839187
312	8.833746175
313	8.833710187
314	8.833607758
315	8.83349169
316	8.833298176
317	8.833096427
318	8.83295009
319	8.83286681
320	8.832686983
321	8.832581466
322	8.832520871
323	8.832331626
324	8.832121348
325	8.832035464
326	8.83182712
327	8.831639159
328	8.831506204
329	8.831326191
330	8.831161936
331	8.830958413
332	8.83087441
333	8.830751558
334	8.830562059
335	8.830475475
336	8.83023147
337	8.830148594
338	8.829945536
339	8.82981091
340	8.829703948
341	8.829502708
342	8.82936013
343	8.829166959
344	8.829070024
345	8.829008779
346	8.828848835
347	8.828718235
348	8.828540302
349	8.828339271
350	8.828169143
351	8.828113053
352	8.827979192
353	8.827822081
354	8.827670522
355	8.82742998
356	8.827223568
357	8.827104111
358	8.827006457
359	8.826922757
360	8.826779946
361	8.826693293
362	8.82655875
363	8.82635369
364	8.826210074
365	8.826025675
366	8.825872402
367	8.82565585
368	8.82545831
369	8.825368253
370	8.825230192
371	8.825098565
372	8.824961035
373	8.824738856
374	8.824665116
375	8.824517703
376	8.824383358
377	8.824267558
378	8.824074947
379	8.82394396
380	8.823774371
381	8.82365101
382	8.823458876
383	8.82334198
384	8.823225285
385	8.823078904
386	8.822960981
387	8.822817012
388	8.822725751
389	8.822564939
390	8.822430859
391	8.8222975
392	8.822153302
393	8.822034368
394	8.821912083
395	8.821814273
396	8.821634848
397	8.821449992
398	8.821315717
399	8.82121947
400	8.821050542
401	8.820994869
402	8.820823156
403	8.820726143
404	8.820665725
405	8.820521113
406	8.820415735
407	8.820295418
408	8.820165709
409	8.820088063
410	8.820038599
411	8.819893068
412	8.819799332
413	8.819681186
414	8.819498613
415	8.819457672
416	8.819321945
417	8.819202735
418	8.819083705
419	8.818977696
420	8.818893065
421	8.818807429
422	8.818754567
423	8.818631513
424	8.818519531
425	8.818452819
426	8.818303368
427	8.818280903
428	8.818190322
429	8.818021238
430	8.817890212
431	8.817777932
432	8.817776655
433	8.817776045
434	8.817624376
435	8.817480103
436	8.817377678
437	8.817259967
438	8.817144384
439	8.817094551
440	8.816976644
441	8.816842464
442	8.816713786
443	8.816653763
444	8.81656332
445	8.81645512
446	8.816433548
447	8.816344721
448	8.816265534
449	8.816218342
450	8.816123737
451	8.816011827
452	8.815942719
453	8.815895771
454	8.815774844
455	8.815652264
456	8.815579261
457	8.815525555
458	8.81552258
459	8.815423401
460	8.815404318
461	8.815330302
462	8.815296429
463	8.815277313
464	8.815174548
465	8.815172703
466	8.815092724
467	8.81509131
468	8.815072981
469	8.814999743
470	8.814931704
471	8.814842384
472	8.814770299
473	8.81465862
474	8.814588521
475	8.814585438
476	8.814582205
477	8.814490353
478	8.81446464
479	8.814305109
480	8.814150608
481	8.814130342
482	8.814129446
483	8.814017743
484	8.813910023
485	8.813906018
486	8.813794456
487	8.813695046
488	8.813694164
489	8.813607087
490	8.813528928
491	8.813509471
492	8.813486516
493	8.813485662
494	8.813413909
495	8.813334732
496	8.813209813
497	8.813193386
498	8.813151078
499	8.813146476
500	8.813052749
501	8.813051952
502	8.812922423
503	8.812815492
504	8.812724301
505	8.812723441
506	8.812609875
507	8.812519035
508	8.812462742
509	8.812365869
510	8.812235682
511	8.812138706
512	8.812137712
513	8.812076084
514	8.811978451
515	8.811886773
516	8.811881799
517	8.811877805
518	8.811866231
519	8.811787102
520	8.811673942
521	8.811583003
522	8.811505126
523	8.811420423
524	8.811374896
525	8.811353387
526	8.811333624
527	8.811203418
528	8.811130379
529	8.811037968
530	8.811035352
531	8.810936069
532	8.810819146
533	8.810733542
534	8.810667452
535	8.81059976
536	8.810428221
537	8.810427756
538	8.810342436
539	8.810300894
540	8.810257104
541	8.810070968
542	8.810055357
543	8.809975836
544	8.809897201
545	8.809879583
546	8.809810848
547	8.809679692
548	8.809606952
549	8.809603733
550	8.809543653
551	8.809473713
552	8.809323586
553	8.809302068
554	8.809214977
555	8.809202438
556	8.809087465
557	8.809085059
558	8.809083685
559	8.809035556
560	8.809004301
561	8.809001756
562	8.808923528
563	8.808821056
564	8.808716266
565	8.808665918
566	8.808536831
567	8.808514841
568	8.808454662
569	8.808439358
570	8.808421109
571	8.808326021
572	8.808196737
573	8.808145117
574	8.808033874
575	8.8079987
576	8.807910572
577	8.807905103
578	8.807902881
579	8.807786724
580	8.807786085
581	8.807731639
582	8.807632085
583	8.807629395
584	8.807537123
585	8.807459193
586	8.807348293
587	8.807261274
588	8.80713388
589	8.807116619
590	8.807079715
591	8.80700422
592	8.806904378
593	8.806780441
594	8.8067277
595	8.806662161
596	8.806568779
597	8.806454175
598	8.806296279
599	8.806241153
600	8.80617049
601	8.806168476
602	8.806164951
603	8.806162886
604	8.806088091
605	8.80602712
606	8.805922655
607	8.805843327
608	8.805785175
609	8.805728295
610	8.805709434
611	8.805643166
612	8.805579756
613	8.805464074
614	8.805400827
615	8.805321412
616	8.805259357
617	8.805258774
618	8.805203937
619	8.805086763
620	8.804972597
621	8.804935458
622	8.804841135
623	8.804839454
624	8.804768358
625	8.804649123
626	8.804647137
627	8.804604124
628	8.804602416
629	8.804511128
630	8.804509307
631	8.804506807
632	8.804506302
633	8.804454078
634	8.804305339
635	8.804304471
636	8.804243557
637	8.804189422
638	8.804043042
639	8.804030914
640	8.803981187
641	8.803910358
642	8.803905846
643	8.803812275
644	8.803752197
645	8.803690645
646	8.803613275
647	8.803600603
648	8.803538758
649	8.803456214
650	8.803391777
651	8.803366471
652	8.803277834
653	8.803166192
654	8.803022259
655	8.803010987
656	8.802943176
657	8.802878502
658	8.802836912
659	8.802830012
660	8.802827536
661	8.80282599
662	8.802820701
663	8.802774565
664	8.802724372
665	8.802721106
666	8.802617003
667	8.802607897
668	8.80252051
669	8.802491584
670	8.802437894
671	8.802436314
672	8.802380514
673	8.802319169
674	8.802315111
675	8.802209427
676	8.802116476
677	8.802081009
678	8.801989001
679	8.801976189
680	8.801916891
681	8.801913043
682	8.801791549
683	8.801662091
684	8.8015999
685	8.801578184
686	8.801576708
687	8.801574107
688	8.801490463
689	8.801350068
690	8.801207159
691	8.801079435
692	8.801048643
693	8.800935665
694	8.800888655
695	8.800859609
696	8.800790726
697	8.800721455
698	8.800710439
699	8.800626103
700	8.80053542
701	8.800516832
702	8.800467449
703	8.800385352
704	8.800326725
705	8.800325621
706	8.800269285
707	8.80018939
708	8.800118333
709	8.800033708
710	8.799896718
711	8.799873143
712	8.799823538
713	8.799823009
714	8.799766111
715	8.799652291
716	8.799559267
717	8.799557813
718	8.799453472
719	8.799444297
720	8.799350254
721	8.7992491
722	8.799217435
723	8.799125219
724	8.799085866
725	8.79908025
726	8.79901962
727	8.799018981
728	8.798944958
729	8.79892813
730	8.798822294
731	8.798770916
732	8.798770618
733	8.798704254
734	8.798703198
735	8.798678533
736	8.798571502
737	8.798465146
738	8.798405471
739	8.798327641
740	8.798253817
741	8.798252292
742	8.798130373
743	8.798056924
744	8.797949113
745	8.797911647
746	8.797836795
747	8.797716733
748	8.797587799
749	8.797532216
750	8.797480933
751	8.797353756
752	8.797294653
753	8.797194979
754	8.797129851
755	8.797044346
756	8.79703523
757	8.796895056
758	8.796810278
759	8.79674464
760	8.796718944
761	8.796697098
762	8.796618379
763	8.796537637
764	8.796485577
765	8.796433827
766	8.796402485
767	8.796303796
768	8.796253398
769	8.796158008
770	8.796076381
771	8.796075657
772	8.796011665
773	8.795999993
774	8.795890115
775	8.795822106
776	8.795744041
777	8.795740572
778	8.795714837
779	8.795631599
780	8.795628741
781	8.795559571
782	8.795484884
783	8.79537029
784	8.795345864
785	8.795257241
786	8.795174884
787	8.795018406
788	8.795015055
789	8.795011363
790	8.795009672
791	8.794995907
792	8.794916899
793	8.79485053
794	8.794711204
795	8.794662518
796	8.794616714
797	8.794576203
798	8.794560107
799	8.794432156
800	8.794308346
801	8.794208037
802	8.794171777
803	8.794085696
804	8.794018869
805	8.794017464
806	8.793954411
807	8.793888352
808	8.793887655
809	8.79381991
810	8.793698168
811	8.793632458
812	8.793618262
813	8.793571757
814	8.7935714
815	8.793534685
816	8.793533059
817	8.793486899
818	8.793416068
819	8.793341697
820	8.793270887
821	8.793150143
822	8.793026275
823	8.793025306
824	8.792940562
825	8.792821845
826	8.79276267
827	8.792710874
828	8.792709762
829	8.792653598
830	8.792522937
831	8.792428491
832	8.792317498
833	8.792307369
834	8.792212281
835	8.792159852
836	8.792133055
837	8.792043866
838	8.792018037
839	8.791947439
840	8.791887727
841	8.791886901
842	8.791821555
843	8.791792397
844	8.791773424
845	8.791694312
846	8.791621729
847	8.791523513
848	8.791522387
849	8.791448334
850	8.791376452
851	8.791355851
852	8.791351117
853	8.791348618
854	8.791345406
855	8.791265328
856	8.791213661
857	8.791135843
858	8.791133734
859	8.791133309
860	8.791083898
861	8.79104371
862	8.791041412
863	8.791038992
864	8.790892409
865	8.790884862
866	8.790790199
867	8.790731418
868	8.790727668
869	8.790651961
870	8.79064925
871	8.790599765
872	8.790541527
873	8.790454428
874	8.790373031
875	8.790329307
876	8.790285053
877	8.790282089
878	8.790236798
879	8.790215872
880	8.79014361
881	8.790075465
882	8.790031502
883	8.789955128
884	8.789861839
885	8.789778607
886	8.789684559
887	8.789650108
888	8.789515389
889	8.789514392
890	8.789421616
891	8.789343674
892	8.789268077
893	8.789214506
894	8.789212385
895	8.789207283
896	8.789134894
897	8.789130192
898	8.789095251
899	8.789024511
900	8.788962408
901	8.788961781
902	8.788924916
903	8.78887683
904	8.788876137
905	8.788787853
906	8.788770093
907	8.788749851
908	8.788669699
909	8.788585008
910	8.788532272
911	8.788531561
912	8.78849459
913	8.788491573
914	8.788383754
915	8.788338194
916	8.788291104
917	8.788288482
918	8.78823278
919	8.788120894
920	8.788081694
921	8.787986625
922	8.787891285
923	8.787837959
924	8.787795311
925	8.787731783
926	8.787731457
927	8.787632599
928	8.787622363
929	8.787554535
930	8.787523371
931	8.787469358
932	8.787384886
933	8.787349065
934	8.787266041
935	8.787209411
936	8.787205101
937	8.787131738
938	8.787070394
939	8.787002452
940	8.786931986
941	8.786862175
942	8.786762035
943	8.786761649
944	8.786645742
945	8.786586921
946	8.786541048
947	8.786539948
948	8.786461402
949	8.786395486
950	8.786342668
951	8.786278274
952	8.786273585
953	8.786176488
954	8.786124592
955	8.786072134
956	8.786011727
957	8.786009383
958	8.78591333
959	8.785801967
960	8.785733216
961	8.785732296
962	8.785668698
963	8.785596949
964	8.785580246
965	8.785577094
966	8.785466763
967	8.785430552
968	8.785428523
969	8.785370319
970	8.785339632
971	8.785233848
972	8.785184348
973	8.785073402
974	8.784995202
975	8.784994545
976	8.784936072
977	8.784854258
978	8.784777075
979	8.784750934
980	8.784749698
981	8.784620201
982	8.784551747
983	8.784549527
984	8.784547737
985	8.784498492
986	8.784435217
987	8.784433799
988	8.784415235
989	8.784345261
990	8.784277172
991	8.784169117
992	8.784114209
993	8.78406657
994	8.784065772
995	8.783959526
996	8.78389778
997	8.78381806
998	8.783799062
999	8.783737642
1000	8.783650452
1001	8.783599115
1002	8.783574671
1003	8.783533015
1004	8.783531001
1005	8.78352757
1006	8.783469833
1007	8.783402052
1008	8.783350752
1009	8.783237974
1010	8.783153394
1011	8.783152788
1012	8.78315017
1013	8.783149261
1014	8.783110127
1015	8.783059334
1016	8.783015815
1017	8.783011428
1018	8.783007979
1019	8.782884648
1020	8.782820786
1021	8.782792262
1022	8.782758144
1023	8.782755281
1024	8.782748181
1025	8.782638151
1026	8.782557895
1027	8.782461405
1028	8.782414599
1029	8.782399776
1030	8.782395869
1031	8.782346814
1032	8.782287326
1033	8.782166831
1034	8.782092666
1035	8.782041439
1036	8.782028068
1037	8.781961628
1038	8.781906133
1039	8.781787736
1040	8.781756476
1041	8.781712229
1042	8.781649128
1043	8.781549388
1044	8.78148463
1045	8.781484423
1046	8.781397088
1047	8.781307003
1048	8.781283698
1049	8.781208726
1050	8.781149145
1051	8.781125113
1052	8.781041291
1053	8.780979306
1054	8.780912896
1055	8.780843198
1056	8.780798914
1057	8.780723272
1058	8.780662475
1059	8.780658736
1060	8.7806253
1061	8.780623344
1062	8.780582063
1063	8.780527989
1064	8.780435885
1065	8.780375599
1066	8.780298778
1067	8.780242394
1068	8.780155295
1069	8.780126227
1070	8.780064907
1071	8.780060608
1072	8.780011654
1073	8.779948795
1074	8.779875308
1075	8.779819544
1076	8.779774369
1077	8.779685634
1078	8.779619155
1079	8.77960722
1080	8.779587425
1081	8.779505194
1082	8.779441092
1083	8.779440038
1084	8.779438254
1085	8.779359858
1086	8.779255646
1087	8.779213479
1088	8.779212455
1089	8.779152587
1090	8.779091128
1091	8.779030963
1092	8.779030462
1093	8.779008882
1094	8.779006308
1095	8.779004589
1096	8.77899848
1097	8.778903095
1098	8.77883683
1099	8.778835262
